"plate_x","plate_z","lp","prob"
-45.72,30.48,-17.288111381012534,3.1036204958260966e-8
-43.85387755102041,30.48,-16.10845678000833,1.0096853725349123e-7
-41.987755102040815,30.48,-15.001698122290383,3.0538320849714083e-7
-40.121632653061226,30.48,-13.965213081615635,8.609633135194018e-7
-38.25551020408163,30.48,-12.997992517187706,2.264866407382823e-6
-36.38938775510204,30.48,-12.099003160194222,5.565026979185842e-6
-34.52326530612245,30.48,-11.267466618619359,1.2781913416581069e-5
-32.65714285714286,30.48,-10.49932954483287,2.755415824228096e-5
-30.791020408163263,30.48,-9.78999099938279,5.6006264511118865e-5
-28.924897959183674,30.48,-9.138873885134437,1.0739668013553715e-4
-27.058775510204082,30.48,-8.546752624042405,1.941369384076794e-4
-25.19265306122449,30.48,-8.0117671765316,3.314284330439298e-4
-23.3265306122449,30.48,-7.5292599490477485,5.368472575757365e-4
-21.460408163265306,30.48,-7.098200303531591,8.259085099982428e-4
-19.594285714285714,30.48,-6.714257550428082,0.0012120158651311827
-17.728163265306122,30.48,-6.373762189629497,0.0017028252997536271
-15.86204081632653,30.48,-6.075046848154736,0.0022942627091437763
-13.995918367346938,30.48,-5.815896720401037,0.0029709542049151873
-12.12979591836735,30.48,-5.59053206999554,0.0037191573298666685
-10.263673469387754,30.48,-5.390218864647999,0.004540266946310615
-8.397551020408166,30.48,-5.2088169761879675,0.005438400870289587
-6.53142857142857,30.48,-5.042643928951628,0.006415233844313765
-4.665306122448982,30.48,-4.890323084052604,0.007462879478666233
-2.7991836734693862,30.48,-4.750518415113583,0.008573077980065145
-0.9330612244897978,30.48,-4.6222066654828575,0.009735369032706696
0.9330612244897978,30.48,-4.505576930907687,0.01092650739334165
2.7991836734693862,30.48,-4.401060241042878,0.012115738448664327
4.665306122448982,30.48,-4.3101792250725675,0.013253137408210153
6.53142857142857,30.48,-4.237417008684198,0.01423917186408381
8.397551020408166,30.48,-4.189408899239135,0.014928988095132526
10.263673469387754,30.48,-4.173688539367768,0.015161945104256471
12.12979591836735,30.48,-4.200402260778982,0.014768177624764395
13.995918367346938,30.48,-4.282656080567912,0.013617935199915422
15.862040816326527,30.48,-4.436608881363434,0.011697555489645727
17.728163265306122,30.48,-4.680892469389712,0.00918557926196134
19.594285714285718,30.48,-5.035883661835011,0.006458468417349071
21.4604081632653,30.48,-5.522537530216603,0.003979793822208543
23.326530612244895,30.48,-6.163311175473945,0.002100847943160108
25.19265306122449,30.48,-6.977650658579515,9.316226423493447e-4
27.058775510204086,30.48,-7.978695151883839,3.425688908005048e-4
28.924897959183667,30.48,-9.178388723721364,1.0323609945627132e-4
30.791020408163263,30.48,-10.583442436181992,2.5331350786054496e-5
32.65714285714286,30.48,-12.196832847321257,5.046387618451168e-6
34.523265306122454,30.48,-14.017639140392218,8.169892031750437e-7
36.389387755102035,30.48,-16.032047671178283,1.089858499448295e-7
38.25551020408163,30.48,-18.219497125502492,1.22284927394721e-8
40.121632653061226,30.48,-20.557993862005485,1.179713926317482e-9
41.98775510204082,30.48,-23.025580313022797,1.0002706534376672e-10
43.8538775510204,30.48,-25.60020516684788,7.620301600802194e-12
45.72,30.48,-28.260027404346882,5.331213066919677e-13
-45.72,32.34612244897959,-15.421966800118462,2.005971837367731e-7
-43.85387755102041,32.34612244897959,-14.258467139065804,6.421346749434806e-7
-41.987755102040815,32.34612244897959,-13.170585559128671,1.9058404511512745e-6
-40.121632653061226,32.34612244897959,-12.155836079725024,5.257571460737159e-6
-38.25551020408163,32.34612244897959,-11.21332696290829,1.349298744515871e-5
-36.38938775510204,32.34612244897959,-10.341968962857866,3.224971947862999e-5
-34.52326530612245,32.34612244897959,-9.538612211696108,7.201153626895398e-5
-32.65714285714286,32.34612244897959,-8.799193323799564,1.5083196322285036e-4
-30.791020408163263,32.34612244897959,-8.120648331905208,2.9724744332155806e-4
-28.924897959183674,32.34612244897959,-7.501766047464774,5.518038033570765e-4
-27.058775510204082,32.34612244897959,-6.942872015872031,9.645614240488996e-4
-25.19265306122449,32.34612244897959,-6.441844746955161,0.001590929339626644
-23.3265306122449,32.34612244897959,-5.994641573094374,0.0024858750637848617
-21.460408163265306,32.34612244897959,-5.602027110098196,0.003676806535914718
-19.594285714285714,32.34612244897959,-5.257304203072997,0.005182332624004771
-17.728163265306122,32.34612244897959,-4.955992334699778,0.006991859385019096
-15.86204081632653,32.34612244897959,-4.6984251283833975,0.009027376381770428
-13.995918367346938,32.34612244897959,-4.480920519439429,0.011196210797204884
-12.12979591836735,32.34612244897959,-4.2973265990298914,0.013422273301034803
-10.263673469387754,32.34612244897959,-4.139950375107793,0.015674053679228497
-8.397551020408166,32.34612244897959,-4.002758949360203,0.017937544199198935
-6.53142857142857,32.34612244897959,-3.881742935502507,0.020198474676090657
-4.665306122448982,32.34612244897959,-3.774684301895794,0.02242969850982185
-2.7991836734693862,32.34612244897959,-3.6786261667857674,0.024635418023864583
-0.9330612244897978,32.34612244897959,-3.5909291480786494,0.02683284541628875
0.9330612244897978,32.34612244897959,-3.510683036610749,0.029009789718782302
2.7991836734693862,32.34612244897959,-3.437895644925922,0.03113189460165116
4.665306122448982,32.34612244897959,-3.3732145934046183,0.03314314349977689
6.53142857142857,32.34612244897959,-3.3194599553685777,0.03490959856217097
8.397551020408166,32.34612244897959,-3.2809247243373885,0.03623141235405924
10.263673469387754,32.34612244897959,-3.2640308976402452,0.036825966862292316
12.12979591836735,32.34612244897959,-3.279231355904536,0.036290589032611065
13.995918367346938,32.34612244897959,-3.339299076216483,0.03424733279649877
15.862040816326527,32.34612244897959,-3.4601089694595317,0.030468814091384355
17.728163265306122,32.34612244897959,-3.6606502966879675,0.02507106236394994
19.594285714285718,32.34612244897959,-3.9619733329145754,0.018670320700437417
21.4604081632653,32.34612244897959,-4.386841370232948,0.012287109304848798
23.326530612244895,32.34612244897959,-4.959325441921158,0.006968755697118443
